Sample #,Start time,Thread name,Label,Sample time (ms),Status,Bytes,Sent bytes,Latency,Connect time(ms)
1093,21:19.4,Thread Group 1-73,DELETE URL,120523,Warning,601,376,341,74
1094,21:20.2,Thread Group 1-74,DELETE URL,120729,Warning,601,376,330,77
1095,21:21.2,Thread Group 1-75,DELETE URL,120723,Warning,601,376,334,85
1096,21:22.3,Thread Group 1-76,DELETE URL,120554,Warning,601,376,315,65
1097,21:23.6,Thread Group 1-77,DELETE URL,120527,Warning,601,376,340,83
1098,21:24.1,Thread Group 1-78,DELETE URL,120591,Warning,601,376,326,73
1099,21:25.2,Thread Group 1-79,DELETE URL,120497,Warning,601,376,315,66
1100,21:26.5,Thread Group 1-80,DELETE URL,120439,Warning,601,376,346,88
1101,21:27.2,Thread Group 1-81,DELETE URL,120463,Warning,601,376,320,72
1102,21:28.3,Thread Group 1-82,DELETE URL,120727,Warning,601,376,334,86
1103,21:29.2,Thread Group 1-83,DELETE URL,120656,Warning,601,376,388,70
1104,21:30.3,Thread Group 1-84,DELETE URL,120524,Warning,601,376,316,69
1105,21:31.5,Thread Group 1-85,DELETE URL,120500,Warning,601,376,340,85
1106,21:32.4,Thread Group 1-86,DELETE URL,120732,Warning,601,376,354,108
1107,21:33.3,Thread Group 1-87,DELETE URL,120435,Warning,601,376,339,69
1108,21:34.1,Thread Group 1-88,DELETE URL,120594,Warning,601,376,314,66
1109,21:35.5,Thread Group 1-89,DELETE URL,120728,Warning,601,376,327,66
1110,23:06.6,Thread Group 1-60,GET,72127,Warning,2556,0,0,72
1111,22:59.6,Thread Group 1-99,POST send,79168,Warning,3245,230,3463,72
1112,23:03.7,Thread Group 1-40,DELETE URL,75047,Warning,3245,234,1726,78
1113,23:16.1,Thread Group 1-69,GET,62679,Warning,2556,0,0,168
1114,23:03.5,Thread Group 1-28,GET,75227,Warning,2556,0,0,78
1115,23:04.5,Thread Group 1-20,POST save,74257,Warning,3245,295,198,76
1116,23:04.1,Thread Group 1-41,GET,74669,Warning,2556,0,0,72
1117,23:22.9,Thread Group 1-76,GET,55918,Warning,2556,0,0,80
1118,23:18.4,Thread Group 1-71,GET,60419,Warning,2556,0,0,83
1119,23:14.0,Thread Group 1-67,GET,64751,Warning,2556,0,0,72
1120,23:05.1,Thread Group 1-25,GET,73697,Warning,2556,0,0,67
1121,23:04.1,Thread Group 1-49,POST send,74709,Warning,2556,0,0,73
1122,23:02.9,Thread Group 1-38,GET,75884,Warning,2556,0,0,73
1123,23:11.7,Thread Group 1-65,GET,67091,Warning,2556,0,0,89
1124,23:09.4,Thread Group 1-1,GET,69401,Warning,2556,0,0,75
1125,23:04.1,Thread Group 1-34,GET,74757,Warning,2556,0,0,69
1126,23:03.8,Thread Group 1-15,DELETE URL,74990,Warning,3245,234,1682,75
1127,22:58.6,Thread Group 1-33,POST send,80231,Warning,3245,230,3368,83
1128,23:01.4,Thread Group 1-95,DELETE URL,77459,Warning,3245,234,1707,74
1129,23:03.0,Thread Group 1-53,POST save,75797,Warning,3245,295,176,72
1130,23:02.0,Thread Group 1-37,GET,76855,Warning,2556,0,0,74
1131,23:02.6,Thread Group 1-23,POST save,76238,Warning,3245,295,192,82
1132,23:03.2,Thread Group 1-43,DELETE URL,75646,Warning,3245,234,1800,160
1133,23:02.6,Thread Group 1-36,POST save,76181,Warning,3245,295,231,71
1134,23:04.8,Thread Group 1-4,POST save,73989,Warning,3245,295,208,104
1135,23:03.6,Thread Group 1-44,DELETE URL,75250,Warning,3245,234,1748,77
1136,23:02.8,Thread Group 1-56,GET,76026,Warning,2556,0,0,152
1137,23:02.4,Thread Group 1-22,GET,76422,Warning,2556,0,0,171
1138,23:08.8,Thread Group 1-62,GET,70007,Warning,2556,0,0,70
1139,23:03.7,Thread Group 1-57,GET,75118,Warning,2556,0,0,81
1140,23:29.0,Thread Group 1-82,GET,49836,Warning,2556,0,0,111
1141,23:27.7,Thread Group 1-81,GET,51168,Warning,2556,0,0,86
1142,23:05.2,Thread Group 1-55,POST save,73687,Warning,3245,295,190,76
1143,23:03.4,Thread Group 1-50,POST send,75424,Warning,2556,0,0,72
1144,23:04.7,Thread Group 1-18,GET,74136,Warning,2556,0,0,79
1145,23:04.9,Thread Group 1-29,GET,73945,Warning,2556,0,0,74
1146,23:07.7,Thread Group 1-61,GET,71107,Warning,2556,0,0,82
1147,22:58.6,Thread Group 1-11,POST send,80274,Warning,3245,230,3302,84
1148,23:10.5,Thread Group 1-64,GET,68386,Warning,2556,0,0,71
1149,23:19.9,Thread Group 1-73,GET,58962,Warning,2556,0,0,73
1150,23:04.7,Thread Group 1-21,GET,74132,Warning,2556,0,0,105
1151,23:04.4,Thread Group 1-5,GET,74489,Warning,2556,0,0,79
1152,23:05.1,Thread Group 1-13,GET,73704,Warning,2556,0,0,70
1153,23:36.3,Thread Group 1-89,GET,42581,Warning,2556,0,0,71
1154,23:04.1,Thread Group 1-54,POST save,74790,Warning,3245,295,209,89
1155,23:05.6,Thread Group 1-59,GET,73218,Warning,2556,0,0,73
1156,23:01.2,Thread Group 1-48,POST send,77681,Warning,3245,230,3580,161
1157,23:16.7,Thread Group 1-70,GET,62123,Warning,2556,0,0,88
1158,23:03.8,Thread Group 1-12,GET,75010,Warning,2556,0,0,70
1159,23:00.6,Thread Group 1-14,DELETE URL,78247,Warning,3245,234,1747,108
1160,23:03.4,Thread Group 1-24,POST save,75502,Warning,3245,295,185,71
1161,22:58.6,Thread Group 1-10,POST send,80296,Warning,3245,230,3417,95
1162,23:03.1,Thread Group 1-92,POST save,75720,Warning,3245,295,265,152
1163,23:04.9,Thread Group 1-58,GET,73924,Warning,2556,0,0,77
1164,23:34.7,Thread Group 1-88,GET,44123,Warning,2556,0,0,81
1165,23:27.0,Thread Group 1-80,GET,51887,Warning,2556,0,0,70
1166,22:58.9,Thread Group 1-46,POST send,79912,Warning,3245,230,3535,84
1167,23:24.1,Thread Group 1-77,GET,54769,Warning,2556,0,0,87
1168,23:04.3,Thread Group 1-51,POST send,74528,Warning,2556,0,0,73
1169,23:04.2,Thread Group 1-6,GET,74670,Warning,2556,0,0,74
1170,23:01.3,Thread Group 1-26,DELETE URL,77511,Warning,3245,234,1695,69
1171,23:33.1,Thread Group 1-86,GET,45760,Warning,2556,0,0,83
1172,23:03.0,Thread Group 1-2,POST save,75862,Warning,3245,295,180,69
1173,23:18.5,Thread Group 1-72,GET,60314,Warning,2556,0,0,71
1174,23:25.7,Thread Group 1-79,GET,53164,Warning,2556,0,0,75
1175,23:04.3,Thread Group 1-93,GET,74565,Warning,2556,0,0,77
1176,22:59.7,Thread Group 1-98,POST send,79162,Warning,3245,230,3493,76
1177,23:10.4,Thread Group 1-63,GET,68500,Warning,2556,0,0,72
1178,23:02.0,Thread Group 1-90,GET,76868,Warning,2556,0,0,69
1179,23:02.3,Thread Group 1-42,DELETE URL,76606,Warning,3245,234,1665,78
1180,23:00.7,Thread Group 1-9,DELETE URL,78205,Warning,3245,234,1756,76
1181,23:30.8,Thread Group 1-84,GET,48022,Warning,2556,0,0,216
1182,23:04.6,Thread Group 1-100,GET,74274,Warning,2556,0,0,75
1183,23:02.3,Thread Group 1-52,POST save,76521,Warning,3245,295,251,119
1184,23:02.9,Thread Group 1-97,GET,76002,Warning,2556,0,0,111
1185,23:20.9,Thread Group 1-74,GET,57958,Warning,2556,0,0,72
1186,22:58.7,Thread Group 1-3,POST send,80148,Warning,3245,230,3232,86
1187,23:05.9,Thread Group 1-17,DELETE URL,72938,Warning,3245,234,1461,75
1188,22:58.6,Thread Group 1-30,POST send,80289,Warning,3245,230,3308,87
1189,23:00.2,Thread Group 1-47,POST send,78661,Warning,3245,230,3410,87
1190,23:12.3,Thread Group 1-16,GET,66600,Warning,2556,0,0,76
1191,23:29.9,Thread Group 1-83,GET,49023,Warning,2556,0,0,73
1192,23:04.2,Thread Group 1-39,POST save,74716,Warning,3245,295,214,75
1193,23:03.0,Thread Group 1-91,GET,75890,Warning,2556,0,0,80
1194,23:03.4,Thread Group 1-35,POST send,75477,Warning,2556,0,0,71
1195,23:33.7,Thread Group 1-87,GET,45175,Warning,2556,0,0,81
1196,23:12.3,Thread Group 1-19,DELETE URL,66589,Warning,3245,234,603,74
1197,23:32.0,Thread Group 1-85,GET,46923,Warning,2556,0,0,94
1198,23:05.0,Thread Group 1-31,DELETE URL,73858,Warning,3245,234,1718,83
1199,23:15.2,Thread Group 1-68,GET,63699,Warning,2556,0,0,86
1200,23:02.5,Thread Group 1-94,POST save,76347,Warning,3245,295,175,67
1201,23:24.7,Thread Group 1-78,GET,54140,Warning,2556,0,0,74
1202,23:03.5,Thread Group 1-32,GET,75384,Warning,2556,0,0,76
1203,23:03.0,Thread Group 1-8,POST save,75918,Warning,3245,295,203,81
1204,23:02.5,Thread Group 1-96,POST send,76416,Warning,2556,0,0,118
1205,22:58.9,Thread Group 1-27,POST send,79944,Warning,3245,230,3420,72
1206,23:12.9,Thread Group 1-66,GET,65991,Warning,2556,0,0,83
1207,23:21.9,Thread Group 1-75,GET,56946,Warning,2556,0,0,96
1208,23:03.0,Thread Group 1-7,GET,75848,Warning,2556,0,0,69
1209,23:04.6,Thread Group 1-45,DELETE URL,74278,Warning,3245,234,1766,76
